user_id,precision_at_k,recall_at_k
155,0.2,0.6666666666666666
157,0.3,0.375
160,0.3,0.15
161,0.7,0.4117647058823529
163,0.1,0.1111111111111111
164,0.8,0.8
167,0.1,0.05555555555555555
169,0.0,0.0
171,0.2,0.15384615384615385
173,0.1,0.2
174,0.1,0.2
175,0.0,0.0
176,0.1,0.14285714285714285
178,0.1,1.0
179,0.3,0.42857142857142855
183,0.3,0.1111111111111111
184,0.4,0.15384615384615385
185,0.0,0.0
187,0.4,0.36363636363636365
189,0.4,0.8
191,0.0,0.0
192,0.6,0.75
193,0.0,0.0
195,0.4,0.6666666666666666
197,0.9,0.2903225806451613
198,0.1,0.5
199,0.3,0.3333333333333333
201,0.1,0.3333333333333333
203,0.1,1.0
204,0.4,0.19047619047619047
205,0.2,0.25
206,0.1,0.125
208,0.1,0.2
209,0.7,0.7777777777777778
210,0.6,0.2727272727272727
211,0.6,0.2222222222222222
212,0.1,0.3333333333333333
213,0.2,0.08
214,0.0,0.0
215,0.0,0.0
217,0.1,0.047619047619047616
218,0.1,1.0
219,0.1,0.043478260869565216
220,0.1,0.2
222,0.1,0.14285714285714285
223,0.0,0.0
224,0.5,0.625
226,0.5,0.35714285714285715
229,0.9,0.9
230,0.8,0.47058823529411764
231,0.6,0.3333333333333333
235,0.2,0.15384615384615385
238,0.5,0.08771929824561403
239,0.2,0.18181818181818182
240,0.1,0.5
242,0.2,0.4
243,0.5,0.4166666666666667
245,0.4,0.36363636363636365
249,0.2,0.5
250,0.5,0.38461538461538464
252,0.3,0.14285714285714285
253,0.0,0.0
255,0.0,0.0
256,0.2,0.18181818181818182
258,0.3,0.6
259,0.0,0.0
260,0.1,0.25
261,0.3,0.1
262,0.1,0.25
264,0.5,0.20833333333333334
267,0.3,0.2
270,0.4,0.5714285714285714
271,0.1,1.0
272,0.3,0.375
273,0.5,0.5
278,0.1,1.0
280,0.4,0.36363636363636365
282,0.0,0.0
283,0.2,0.3333333333333333
284,0.2,0.15384615384615385
285,0.1,0.14285714285714285
286,0.1,0.5
288,0.2,0.18181818181818182
289,0.4,0.36363636363636365
291,0.0,0.0
293,0.5,0.29411764705882354
294,0.2,0.3333333333333333
295,0.5,0.35714285714285715
296,0.0,0.0
298,0.8,0.4444444444444444
300,0.1,0.06666666666666667
304,0.4,0.6666666666666666
305,0.3,0.2727272727272727
306,0.2,0.5
309,0.3,0.21428571428571427
310,0.0,0.0
313,0.5,0.8333333333333334
314,0.0,0.0
315,0.3,0.23076923076923078
317,0.1,0.3333333333333333
319,0.1,0.1111111111111111
322,0.2,0.25
323,0.1,0.09090909090909091
324,0.2,0.3333333333333333
325,0.1,0.1111111111111111
326,0.2,0.6666666666666666
327,0.0,0.0
328,0.2,0.6666666666666666
329,0.0,0.0
330,0.1,0.2
334,0.3,0.5
337,0.2,0.07692307692307693
340,0.3,0.25
341,0.6,0.2857142857142857
342,0.1,0.125
343,0.2,0.25
345,0.1,0.5
346,0.1,0.3333333333333333
348,0.0,0.0
349,0.2,0.3333333333333333
350,0.6,0.3157894736842105
351,0.3,0.2727272727272727
353,0.3,0.25
355,0.4,0.23529411764705882
357,0.7,0.3888888888888889
358,0.0,0.0
359,0.5,0.23809523809523808
361,0.0,0.0
363,0.4,0.36363636363636365
365,0.1,1.0
370,0.3,0.42857142857142855
371,0.4,0.5714285714285714
372,0.3,0.5
374,0.2,1.0
375,0.8,0.19047619047619047
376,0.8,0.6153846153846154
377,0.1,0.2
378,0.1,0.3333333333333333
379,0.0,0.0
380,0.1,0.25
382,0.5,0.4166666666666667
383,0.0,0.0
384,0.2,0.4
385,0.3,0.3333333333333333
387,0.1,0.16666666666666666
390,0.6,0.16666666666666666
391,0.4,0.4
393,0.3,0.16666666666666666
395,0.1,1.0
396,0.3,0.375
399,0.2,0.3333333333333333
401,0.1,0.0625
402,0.2,1.0
403,0.1,0.0625
404,0.0,0.0
406,0.3,0.42857142857142855
409,0.4,0.25
411,0.8,1.0
412,0.0,0.0
414,0.2,0.5
416,0.4,0.25
417,0.1,0.14285714285714285
419,0.4,0.8
421,0.3,0.75
425,0.5,0.35714285714285715
426,0.3,0.75
429,0.5,0.8333333333333334
430,0.3,0.25
431,0.2,1.0
432,0.6,0.6666666666666666
433,0.5,0.38461538461538464
434,0.4,0.4444444444444444
435,0.5,0.35714285714285715
437,0.2,0.18181818181818182
438,0.8,0.5
441,0.2,0.5
442,0.5,0.3333333333333333
444,0.6,0.2
446,0.1,0.05
448,0.4,0.21052631578947367
449,0.4,0.5714285714285714
452,0.4,0.26666666666666666
453,0.4,0.5714285714285714
454,0.3,0.23076923076923078
456,0.3,0.5
457,0.2,0.4
459,0.4,0.6666666666666666
465,0.3,0.21428571428571427
466,0.2,0.058823529411764705
468,0.5,1.0
469,0.2,0.4
470,0.2,0.4
471,0.6,0.2727272727272727
472,0.2,1.0
473,0.5,0.1724137931034483
475,0.3,0.75
476,0.3,0.23076923076923078
477,0.1,1.0
478,0.0,0.0
479,0.3,0.2727272727272727
480,0.2,0.15384615384615385
481,0.1,0.125
483,0.0,0.0
484,0.0,0.0
486,0.6,0.1875
487,0.4,0.14285714285714285
488,0.4,0.12903225806451613
489,0.1,0.08333333333333333
490,0.0,0.0
491,0.2,0.25
493,0.8,0.5333333333333333
494,0.5,0.17857142857142858
495,0.4,0.18181818181818182
497,0.3,0.42857142857142855
499,0.4,0.2857142857142857
501,0.4,0.25
502,0.4,0.26666666666666666
504,0.2,0.2
506,0.3,0.75
509,0.1,1.0
511,0.0,0.0
512,0.1,0.05263157894736842
513,0.0,0.0
514,0.2,0.25
515,0.2,0.2857142857142857
517,0.3,1.0
518,0.1,0.14285714285714285
519,0.3,0.6
520,0.4,0.2857142857142857
521,0.2,0.4
523,0.0,0.0
524,0.4,0.2857142857142857
525,0.3,1.0
526,0.9,0.2647058823529412
527,0.1,1.0
528,0.3,0.23076923076923078
530,0.1,0.1
531,0.2,0.2857142857142857
532,0.0,0.0
533,0.0,0.0
534,0.1,1.0
536,0.2,0.15384615384615385
538,0.0,0.0
540,0.0,0.0
541,0.0,0.0
542,0.2,0.4
544,0.0,0.0
545,0.3,0.25
546,0.1,0.3333333333333333
547,0.0,0.0
549,0.1,0.3333333333333333
550,0.9,0.2727272727272727
552,0.8,0.7272727272727273
554,0.5,0.45454545454545453
555,0.6,0.375
558,0.3,0.5
559,0.3,0.25
560,0.4,0.6666666666666666
561,0.1,1.0
562,0.1,1.0
563,0.3,0.21428571428571427
565,0.1,0.5
566,0.0,0.0
567,0.5,0.4166666666666667
568,0.3,0.3
569,0.1,0.25
570,0.6,0.4
571,0.2,0.25
572,0.1,0.14285714285714285
573,0.0,0.0
575,0.0,0.0
577,0.3,0.15789473684210525
580,0.2,0.2222222222222222
582,0.7,0.3181818181818182
584,0.3,0.6
585,0.1,0.25
586,0.1,0.125
587,0.1,0.2
591,0.2,0.5
592,0.2,0.3333333333333333
593,0.0,0.0
594,0.1,1.0
595,0.1,0.1
597,0.2,0.15384615384615385
599,0.1,0.5
600,0.7,0.4666666666666667
602,0.5,0.8333333333333334
603,0.1,0.05
604,0.4,0.26666666666666666
605,0.3,0.13636363636363635
606,0.1,0.125
607,0.5,0.4166666666666667
608,0.2,0.25
609,0.5,0.45454545454545453
611,0.6,0.6
612,0.4,0.4444444444444444
614,0.5,0.7142857142857143
616,0.5,0.4166666666666667
617,0.2,0.4
619,0.1,1.0
620,0.2,1.0
623,0.8,0.34782608695652173
625,0.9,0.4090909090909091
626,0.2,0.25
628,0.2,0.2222222222222222
632,0.1,0.3333333333333333
634,0.1,0.16666666666666666
636,0.1,0.5
637,0.5,0.45454545454545453
638,0.2,0.25
639,0.3,0.6
641,0.4,0.5
644,0.3,0.6
646,0.4,0.6666666666666666
647,0.2,0.16666666666666666
648,0.1,0.07142857142857142
649,0.5,0.2631578947368421
650,0.9,0.5
655,0.0,0.0
657,0.0,0.0
667,0.4,0.21052631578947367
669,0.1,0.2
670,0.1,0.05263157894736842
671,0.7,0.21875
672,0.3,0.15789473684210525
674,0.1,0.045454545454545456
676,0.3,1.0
677,0.0,0.0
680,0.0,0.0
682,0.1,0.1111111111111111
684,0.5,1.0
685,0.6,0.6
687,0.1,0.041666666666666664
689,0.3,0.2
690,0.2,0.2
691,0.1,1.0
692,0.2,0.1111111111111111
694,0.1,0.25
695,0.0,0.0
696,0.3,0.6
697,0.1,0.5
699,0.5,0.18518518518518517
700,0.3,0.5
703,0.9,0.375
704,0.5,0.2631578947368421
705,0.0,0.0
707,0.3,0.3333333333333333
708,0.1,0.5
709,0.3,0.15
710,0.5,0.38461538461538464
711,0.3,1.0
712,0.3,0.75
713,0.0,0.0
714,0.1,0.5
715,0.1,0.25
716,0.1,0.09090909090909091
717,0.0,0.0
718,0.0,0.0
719,0.2,0.4
722,0.5,0.25
723,0.2,0.06666666666666667
724,0.1,0.09090909090909091
725,0.5,0.2631578947368421
726,0.2,0.3333333333333333
727,0.4,0.3076923076923077
728,0.5,0.17857142857142858
729,0.5,0.8333333333333334
731,0.5,0.4166666666666667
733,0.3,0.75
735,0.8,0.42105263157894735
736,0.5,0.14285714285714285
737,0.1,0.3333333333333333
741,0.1,0.125
742,0.1,0.25
743,0.0,0.0
746,0.0,0.0
748,0.2,0.18181818181818182
749,0.2,0.14285714285714285
750,0.2,0.6666666666666666
751,0.2,0.5
753,0.1,0.1111111111111111
754,0.2,0.6666666666666666
755,0.5,0.5
756,0.3,0.15
757,0.0,0.0
759,0.0,0.0
760,0.2,0.6666666666666666
761,0.1,0.05
765,0.2,0.6666666666666666
767,0.1,0.1
768,0.3,0.1875
769,0.0,0.0
770,0.1,0.5
774,0.1,0.125
775,0.4,0.4444444444444444
776,0.0,0.0
777,0.2,0.6666666666666666
779,0.2,0.14285714285714285
781,0.1,0.16666666666666666
782,0.3,0.12
783,0.0,0.0
784,0.1,0.14285714285714285
786,0.4,0.4
788,0.2,0.3333333333333333
789,0.5,0.5
790,0.1,0.2
792,0.5,0.45454545454545453
795,0.2,0.4
796,0.2,0.25
797,0.2,0.18181818181818182
799,0.6,0.8571428571428571
800,0.0,0.0
801,0.2,0.4
803,0.1,0.05263157894736842
804,0.1,0.16666666666666666
805,0.1,0.058823529411764705
808,0.0,0.0
809,0.2,0.10526315789473684
814,0.3,0.75
816,0.4,0.1111111111111111
818,0.1,0.16666666666666666
820,0.4,0.2857142857142857
821,0.2,0.15384615384615385
822,0.3,0.17647058823529413
824,0.2,0.4
829,0.1,0.5
831,0.2,0.25
833,0.6,0.4
835,0.4,0.8
836,0.1,0.5
838,0.0,0.0
839,0.7,0.25925925925925924
840,0.4,0.5714285714285714
841,0.6,0.3
844,0.6,0.8571428571428571
845,0.7,0.3888888888888889
846,0.1,0.03571428571428571
847,0.6,0.2727272727272727
848,0.2,0.5
849,0.0,0.0
852,0.6,0.42857142857142855
854,0.2,0.2857142857142857
855,0.4,0.3076923076923077
856,0.0,0.0
857,0.5,0.35714285714285715
859,0.6,0.3333333333333333
863,0.6,0.12
864,0.5,0.7142857142857143
865,0.1,0.3333333333333333
866,0.6,0.25
867,0.3,0.3333333333333333
868,0.3,0.6
871,0.0,0.0
872,0.5,0.35714285714285715
873,0.5,0.21739130434782608
874,0.3,0.3
875,0.3,0.75
879,0.0,0.0
880,0.0,0.0
881,0.5,0.21739130434782608
882,0.1,0.5
883,0.2,1.0
884,0.1,0.2
885,0.8,0.8888888888888888
886,0.6,0.5454545454545454
887,0.2,0.4
888,0.4,0.6666666666666666
889,0.5,1.0
890,0.6,0.13636363636363635
891,0.4,0.18181818181818182
892,0.2,0.3333333333333333
895,0.1,0.25
897,0.4,0.3076923076923077
898,0.1,0.3333333333333333
899,0.2,0.15384615384615385
900,0.5,0.15625
901,0.0,0.0
905,0.0,0.0
906,0.1,0.1
907,0.5,0.35714285714285715
909,0.1,1.0
913,0.3,0.75
915,0.5,0.25
916,0.5,0.8333333333333334
917,0.4,0.14285714285714285
919,0.3,0.2
920,0.0,0.0
921,0.1,0.125
922,0.1,0.1111111111111111
923,0.0,0.0
925,0.5,0.8333333333333334
928,0.2,1.0
929,0.1,0.125
930,0.2,1.0
932,0.4,0.3076923076923077
933,0.4,0.25
934,0.1,1.0
935,0.2,0.13333333333333333
936,0.4,0.8
937,0.1,0.09090909090909091
938,0.1,0.25
939,0.2,0.4
940,0.7,0.30434782608695654
941,0.4,0.36363636363636365
943,0.2,1.0
944,0.2,0.25
946,0.4,0.2857142857142857
947,0.1,0.2
948,0.0,0.0
949,0.1,1.0
950,0.8,1.0
951,0.3,0.2
952,0.1,0.3333333333333333
953,0.1,0.16666666666666666
954,0.0,0.0
956,0.1,0.16666666666666666
957,0.6,0.6666666666666666
958,0.2,0.25
962,0.3,0.21428571428571427
967,0.1,0.14285714285714285
968,0.3,0.2727272727272727
970,0.2,0.2857142857142857
971,0.1,1.0
973,0.5,0.2
974,0.0,0.0
976,0.8,0.4
977,0.5,0.625
979,0.1,0.125
981,0.1,0.1
982,0.6,0.14285714285714285
983,0.0,0.0
984,0.0,0.0
985,0.3,0.6
986,0.1,1.0
987,0.1,0.5
989,0.4,0.8
990,0.4,0.8
991,0.0,0.0
992,0.1,0.16666666666666666
994,0.4,0.2857142857142857
996,0.3,0.3
1000,0.5,0.3125
1002,0.0,0.0
1003,0.3,0.2
1006,0.0,0.0
1007,0.1,0.3333333333333333
1008,0.3,0.17647058823529413
1011,0.4,0.16
1012,0.5,0.38461538461538464
1013,0.5,0.35714285714285715
1014,0.1,0.25
1015,0.1,0.3333333333333333
1016,0.5,0.3333333333333333
1017,0.3,1.0
1019,0.1,0.08333333333333333
1021,0.4,0.125
1022,0.1,0.2
1024,0.0,0.0
1025,0.3,0.14285714285714285
1026,0.1,1.0
1027,0.4,0.2222222222222222
1029,0.1,0.3333333333333333
1030,0.3,0.42857142857142855
1031,0.2,1.0
1032,0.3,0.23076923076923078
1033,0.0,0.0
1034,0.2,0.3333333333333333
1035,0.1,0.09090909090909091
1036,0.6,0.20689655172413793
1038,0.6,0.5454545454545454
1039,0.1,1.0
1040,0.0,0.0
1041,0.4,0.16
1042,0.0,0.0
1044,0.1,0.14285714285714285
1046,0.6,0.20689655172413793
1048,0.4,0.4
1050,0.3,1.0
1052,0.1,1.0
1053,0.2,0.2857142857142857
1054,0.5,0.2777777777777778
1055,0.3,0.3
1056,0.8,0.23529411764705882
1058,0.1,1.0
1059,0.3,0.13636363636363635
1060,0.1,1.0
1061,0.0,0.0
1063,0.2,0.6666666666666666
1065,0.3,0.5
1066,0.1,0.0625
1067,0.2,0.2222222222222222
1068,0.2,0.5
1069,0.5,0.35714285714285715
1070,0.1,0.1
1071,0.0,0.0
1072,0.6,0.5
1073,0.3,0.6
1077,0.4,0.25
1078,0.1,0.14285714285714285
1079,0.6,0.6
1080,0.6,0.6
1081,0.1,0.3333333333333333
1084,0.2,0.2
1085,0.1,0.16666666666666666
1086,0.2,0.2857142857142857
1088,0.0,0.0
1089,0.2,0.18181818181818182
1090,0.2,0.6666666666666666
1091,0.2,0.13333333333333333
1093,0.1,0.1
1094,0.3,0.42857142857142855
1095,0.0,0.0
1099,0.1,1.0
1101,0.2,1.0
1102,0.3,1.0
1104,0.0,0.0
1105,0.5,0.2777777777777778
1106,0.3,0.75
1107,0.5,0.20833333333333334
1110,0.6,0.75
1112,0.3,0.3
1113,0.2,0.15384615384615385
1114,0.2,0.25
1118,0.9,0.6
1120,0.6,0.6666666666666666
1122,0.3,0.13043478260869565
1123,0.0,0.0
1128,0.4,0.36363636363636365
1129,0.3,0.21428571428571427
1130,0.3,1.0
1131,0.1,1.0
1132,0.4,0.18181818181818182
1133,0.0,0.0
1134,0.2,0.5
1136,0.4,0.6666666666666666
1139,0.6,0.3
1140,0.3,0.75
1141,0.1,0.5
1142,0.2,1.0
1143,0.4,0.25
1144,0.1,0.0625
1145,0.2,0.16666666666666666
1146,0.3,0.5
1147,0.5,0.3125
1150,0.3,0.375
1151,0.5,0.2
1155,0.4,1.0
1157,0.3,0.3
1158,0.1,0.1
1162,0.0,0.0
1164,0.0,0.0
1165,0.3,0.2727272727272727
1166,0.2,1.0
1167,0.2,0.14285714285714285
1168,0.4,0.5
1169,0.2,0.2857142857142857
1170,0.4,0.3333333333333333
1172,0.0,0.0
1173,0.4,0.36363636363636365
1176,0.2,0.6666666666666666
1180,0.4,0.18181818181818182
1181,0.2,0.5
1184,0.5,0.45454545454545453
1185,0.2,0.4
1186,0.3,0.21428571428571427
1187,0.6,0.6
1188,0.4,0.6666666666666666
1189,0.0,0.0
1190,0.5,0.4166666666666667
1192,0.0,0.0
1193,0.3,0.21428571428571427
1195,0.1,0.05
1197,0.9,0.3103448275862069
1199,0.4,0.4
1200,0.1,0.5
1202,0.2,0.6666666666666666
1204,0.8,0.6666666666666666
1205,0.2,1.0
1206,0.0,0.0
1207,0.1,0.05263157894736842
1208,0.6,0.2857142857142857
1209,0.4,0.36363636363636365
1210,0.2,0.2
1213,0.6,0.46153846153846156
1214,0.4,0.5
1215,0.7,0.5
1216,0.3,0.2
1218,0.1,0.16666666666666666
1219,0.1,1.0
1220,0.3,0.2727272727272727
1221,0.4,0.26666666666666666
1222,0.5,0.22727272727272727
1224,0.2,1.0
1226,0.0,0.0
1227,0.2,0.2
1228,0.1,0.08333333333333333
1229,0.6,0.375
1233,0.0,0.0
1234,0.1,0.1
1239,0.5,0.08196721311475409
1242,0.3,0.16666666666666666
1243,0.0,0.0
1244,0.1,0.1111111111111111
1246,0.1,0.125
1248,0.7,0.5384615384615384
1249,0.3,0.3
1250,0.0,0.0
1252,0.3,0.3333333333333333
1253,0.4,0.3076923076923077
1254,0.0,0.0
1255,0.1,0.1111111111111111
1257,0.0,0.0
1259,0.2,0.3333333333333333
1260,0.0,0.0
1262,0.0,0.0
1265,0.1,0.25
1268,0.1,0.16666666666666666
1269,0.1,1.0
1270,0.1,0.3333333333333333
1271,0.2,0.2222222222222222
1272,0.4,0.23529411764705882
1273,0.3,1.0
1274,0.6,0.8571428571428571
1277,0.1,0.2
1278,0.2,0.08333333333333333
1280,0.1,0.3333333333333333
1281,0.3,0.2727272727272727
1283,0.3,0.5
1284,0.1,0.06666666666666667
1287,0.0,0.0
1291,0.4,0.5714285714285714
1292,0.5,0.5555555555555556
1293,0.6,0.8571428571428571
1294,0.7,0.5
1295,0.1,0.16666666666666666
1297,0.1,0.14285714285714285
1298,0.3,0.1875
1299,0.7,0.4375
1300,0.1,0.09090909090909091
1301,0.1,0.1111111111111111
1302,0.0,0.0
1303,0.2,0.14285714285714285
1304,0.1,0.07142857142857142
1305,0.3,0.5
1306,0.9,0.34615384615384615
1308,0.0,0.0
1312,0.6,0.4
1313,0.2,0.14285714285714285
1315,0.2,0.2857142857142857
1317,0.7,0.7
1318,0.2,0.08695652173913043
1319,0.1,0.1111111111111111
1320,0.1,0.14285714285714285
1321,0.7,0.4117647058823529
1324,0.4,0.16666666666666666
1325,0.3,0.5
1331,0.8,0.36363636363636365
1332,0.1,0.07142857142857142
1333,0.2,0.2222222222222222
1334,0.2,0.4
1335,0.2,0.25
1336,0.2,0.2
1338,0.1,0.09090909090909091
1342,0.2,0.6666666666666666
1343,0.0,0.0
1344,0.0,0.0
1346,0.2,0.25
1347,0.1,0.5
1352,0.2,0.18181818181818182
1353,0.3,0.2
1354,0.2,1.0
1356,0.4,0.5
1358,0.0,0.0
1362,0.1,0.125
1367,0.0,0.0
1368,0.1,0.16666666666666666
1369,0.0,0.0
1371,0.1,0.5
1372,0.1,0.125
1374,0.2,0.15384615384615385
1377,0.1,1.0
1378,0.4,0.2
1382,0.1,0.0625
1383,0.0,0.0
1387,0.1,1.0
1388,0.0,0.0
1391,0.0,0.0
1392,0.2,1.0
1393,0.2,0.2857142857142857
1394,0.3,1.0
1395,0.4,0.12903225806451613
1397,0.2,0.4
1398,0.2,0.4
1399,0.2,0.2222222222222222
1400,0.0,0.0
1401,0.3,0.21428571428571427
1402,0.2,0.2857142857142857
1403,0.3,0.375
1405,0.4,0.5714285714285714
1406,0.0,0.0
1407,0.2,1.0
1410,0.3,0.2727272727272727
1412,0.0,0.0
1414,0.4,0.3333333333333333
1418,0.2,0.14285714285714285
1422,0.2,0.2222222222222222
1423,0.4,0.2
1425,0.0,0.0
1426,0.5,0.35714285714285715
1427,0.0,0.0
1428,0.1,0.3333333333333333
1432,0.6,0.3333333333333333
1435,0.0,0.0
1436,0.5,0.45454545454545453
1437,0.4,0.5714285714285714
1439,0.4,0.25
1440,0.1,0.09090909090909091
1442,0.0,0.0
1443,0.3,1.0
1446,0.1,0.06666666666666667
1447,0.3,0.5
1448,0.0,0.0
1449,0.1,0.09090909090909091
1451,0.2,1.0
1456,0.1,0.3333333333333333
1457,0.2,0.4
1458,0.2,0.4
1459,0.3,0.1
1461,0.1,0.5
1462,0.1,0.5
1465,0.0,0.0
1466,0.0,0.0
1468,0.0,0.0
1470,0.1,0.3333333333333333
1472,0.3,0.75
1474,0.0,0.0
1475,0.3,0.42857142857142855
1476,0.8,0.27586206896551724
1477,0.3,0.13043478260869565
1478,0.6,0.125
1479,0.4,0.23529411764705882
1481,0.3,1.0
1482,0.1,0.25
1483,0.9,0.375
1484,0.3,0.375
1486,0.4,0.23529411764705882
1488,0.0,0.0
1490,0.0,0.0
1491,0.3,0.5
1492,0.0,0.0
1494,0.0,0.0
1495,0.0,0.0
1497,0.1,1.0
1498,0.2,0.07142857142857142
1499,0.4,0.16666666666666666
1500,0.6,0.2727272727272727
1503,0.4,0.8
1504,0.6,0.2727272727272727
1505,0.2,0.08
1507,0.2,0.2857142857142857
1508,0.0,0.0
1510,0.6,0.21428571428571427
1512,0.0,0.0
1513,0.2,0.6666666666666666
1515,0.0,0.0
1518,0.7,0.5833333333333334
1519,0.0,0.0
1521,0.3,0.08823529411764706
1522,0.6,0.75
1524,0.1,0.1
1525,0.0,0.0
1527,0.7,0.35
1528,0.0,0.0
1529,0.3,0.6
1530,0.1,0.25
1531,0.4,0.4
1533,0.5,0.38461538461538464
1534,0.4,0.13333333333333333
1536,0.2,0.6666666666666666
1537,0.0,0.0
1538,0.2,0.25
1539,0.3,0.3333333333333333
1540,0.8,0.4
1541,0.4,1.0
1542,0.1,1.0
1543,0.2,0.3333333333333333
1545,0.2,0.18181818181818182
1546,0.2,0.6666666666666666
1550,0.9,0.75
1551,0.2,0.25
1552,0.1,0.047619047619047616
1553,0.2,0.2
1555,0.5,0.35714285714285715
1556,0.3,0.15
1557,0.2,0.3333333333333333
1559,0.1,0.1111111111111111
1562,0.7,0.3333333333333333
1565,0.1,0.3333333333333333
1566,0.7,0.5384615384615384
